id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M000604,"What's my gratuity after 6 years? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000605,"What's my gratuity after 6 years? (I work as domestic security in security, based in Dar es Salaam.)",en,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000606,"What's my gratuity after 6 years? (I work as inland transport in transport, based in Dar es Salaam.)",en,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000607,"What's my gratuity after 6 years? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000608,"What's my gratuity after 6 years? (I work as secondary school in education, based in Dar es Salaam.)",en,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000609,"What's my gratuity after 6 years? (I work as microfinance in finance, based in Dar es Salaam.)",en,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000610,"What's my gratuity after 6 years? (I work as other sector in other, based in Dar es Salaam.)",en,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000611,"Severance for 10 years of service? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000612,"Severance for 10 years of service? (I work as dispensary in health, based in Dar es Salaam.)",en,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000613,"Severance for 10 years of service? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000614,"Severance for 10 years of service? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000615,"Severance for 10 years of service? (I work as domestic security in security, based in Dar es Salaam.)",en,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000616,"Severance for 10 years of service? (I work as inland transport in transport, based in Dar es Salaam.)",en,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000617,"Severance for 10 years of service? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000618,"Severance for 10 years of service? (I work as secondary school in education, based in Dar es Salaam.)",en,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000619,"Severance for 10 years of service? (I work as microfinance in finance, based in Dar es Salaam.)",en,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000620,"Severance for 10 years of service? (I work as other sector in other, based in Dar es Salaam.)",en,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000621,"Am I entitled to end-of-service pay? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000622,"Am I entitled to end-of-service pay? (I work as dispensary in health, based in Dar es Salaam.)",en,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000623,"Am I entitled to end-of-service pay? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000624,"Am I entitled to end-of-service pay? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000625,"Am I entitled to end-of-service pay? (I work as domestic security in security, based in Dar es Salaam.)",en,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000626,"Am I entitled to end-of-service pay? (I work as inland transport in transport, based in Dar es Salaam.)",en,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000627,"Am I entitled to end-of-service pay? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000628,"Am I entitled to end-of-service pay? (I work as secondary school in education, based in Dar es Salaam.)",en,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000629,"Am I entitled to end-of-service pay? (I work as microfinance in finance, based in Dar es Salaam.)",en,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000630,"Am I entitled to end-of-service pay? (I work as other sector in other, based in Dar es Salaam.)",en,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → retrieve K003 (severance formula). Apply: severance = 7 × min(years,10) × monthly_wage/26.","Under ELRA s.42, severance pay = 7 days basic wage × completed years of service (capped at 10 years). Daily basic = monthly wage / 26. Severance is NOT payable if termination is for misconduct. Tell me your monthly wage and years of service and I'll compute the exact amount.",ELRA 2004 s.42
M000631,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000632,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000633,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000634,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000635,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000636,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000637,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000638,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000639,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000640,"Kifuta jasho ni kiasi gani? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000641,"Hesabu kifuta jasho yangu. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000642,"Hesabu kifuta jasho yangu. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000643,"Hesabu kifuta jasho yangu. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000644,"Hesabu kifuta jasho yangu. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000645,"Hesabu kifuta jasho yangu. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000646,"Hesabu kifuta jasho yangu. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000647,"Hesabu kifuta jasho yangu. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000648,"Hesabu kifuta jasho yangu. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000649,"Hesabu kifuta jasho yangu. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000650,"Hesabu kifuta jasho yangu. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000651,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000652,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000653,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000654,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
