id,utterance,lang,intent_label,extracted_entities,confidence_hint
N000406,"Nimepoteza kazi leo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000407,"Nimepoteza kazi leo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000408,"Nimepoteza kazi leo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000409,"Nimepoteza kazi leo. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000410,"Nimepoteza kazi leo. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000411,"Nimepoteza kazi leo. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000412,"Nimepoteza kazi leo. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000413,"Nimepoteza kazi leo. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000414,"Nimepoteza kazi leo. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000415,"Nimepoteza kazi leo. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000416,"Nimepoteza kazi leo. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000417,"Nimepoteza kazi leo. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
N000418,"Nimepoteza kazi leo. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N000419,"Nimepoteza kazi leo. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Arusha,high
N000420,"Nimepoteza kazi leo. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000421,"Wameniwafukuza bila onyo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000422,"Wameniwafukuza bila onyo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000423,"Wameniwafukuza bila onyo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000424,"Wameniwafukuza bila onyo. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000425,"Wameniwafukuza bila onyo. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000426,"Wameniwafukuza bila onyo. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000427,"Wameniwafukuza bila onyo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000428,"Wameniwafukuza bila onyo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N000429,"Wameniwafukuza bila onyo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N000430,"Wameniwafukuza bila onyo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N000431,"Wameniwafukuza bila onyo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N000432,"Wameniwafukuza bila onyo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N000433,"Wameniwafukuza bila onyo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N000434,"Wameniwafukuza bila onyo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Arusha,high
N000435,"Wameniwafukuza bila onyo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Mwanza,high
N000436,"Wameniwafukuza bila onyo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000437,"Wameniwafukuza bila onyo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000438,"Wameniwafukuza bila onyo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000439,"Wameniwafukuza bila onyo. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000440,"Wameniwafukuza bila onyo. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000441,"Wameniwafukuza bila onyo. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000442,"Wameniwafukuza bila onyo. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000443,"Wameniwafukuza bila onyo. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000444,"Wameniwafukuza bila onyo. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000445,"Wameniwafukuza bila onyo. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000446,"Wameniwafukuza bila onyo. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000447,"Wameniwafukuza bila onyo. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
N000448,"Wameniwafukuza bila onyo. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N000449,"Wameniwafukuza bila onyo. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Arusha,high
N000450,"Wameniwafukuza bila onyo. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000451,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000452,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000453,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000454,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000455,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000456,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000457,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000458,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N000459,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N000460,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N000461,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N000462,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N000463,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N000464,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Arusha,high
N000465,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Mwanza,high
N000466,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000467,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000468,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000469,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000470,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000471,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000472,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000473,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000474,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000475,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000476,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000477,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
N000478,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N000479,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Arusha,high
N000480,"Nimeachishwa baada ya miaka 5. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000481,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000482,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000483,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000484,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000485,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000486,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000487,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000488,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N000489,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N000490,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N000491,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N000492,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N000493,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N000494,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Arusha,high
N000495,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Mwanza,high
N000496,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000497,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000498,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000499,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000500,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000501,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000502,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000503,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000504,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000505,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000506,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000507,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
N000508,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N000509,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Arusha,high
N000510,"Mkataba wangu umevunjwa na mwajiri. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000511,"Nimefutwa wakati wa likizo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000512,"Nimefutwa wakati wa likizo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000513,"Nimefutwa wakati wa likizo. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000514,"Nimefutwa wakati wa likizo. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000515,"Nimefutwa wakati wa likizo. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000516,"Nimefutwa wakati wa likizo. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000517,"Nimefutwa wakati wa likizo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000518,"Nimefutwa wakati wa likizo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N000519,"Nimefutwa wakati wa likizo. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N000520,"Nimefutwa wakati wa likizo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N000521,"Nimefutwa wakati wa likizo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N000522,"Nimefutwa wakati wa likizo. (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,dismissal_complaint,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N000523,"Nimefutwa wakati wa likizo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N000524,"Nimefutwa wakati wa likizo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Arusha,high
N000525,"Nimefutwa wakati wa likizo. (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,dismissal_complaint,sector=security;sub_sector=domestic security;region=Mwanza,high
N000526,"Nimefutwa wakati wa likizo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N000527,"Nimefutwa wakati wa likizo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Arusha,high
N000528,"Nimefutwa wakati wa likizo. (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,dismissal_complaint,sector=transport;sub_sector=inland transport;region=Mwanza,high
N000529,"Nimefutwa wakati wa likizo. (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N000530,"Nimefutwa wakati wa likizo. (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N000531,"Nimefutwa wakati wa likizo. (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,dismissal_complaint,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N000532,"Nimefutwa wakati wa likizo. (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N000533,"Nimefutwa wakati wa likizo. (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Arusha,high
N000534,"Nimefutwa wakati wa likizo. (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,dismissal_complaint,sector=education;sub_sector=secondary school;region=Mwanza,high
N000535,"Nimefutwa wakati wa likizo. (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N000536,"Nimefutwa wakati wa likizo. (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Arusha,high
N000537,"Nimefutwa wakati wa likizo. (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,dismissal_complaint,sector=finance;sub_sector=microfinance;region=Mwanza,high
N000538,"Nimefutwa wakati wa likizo. (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N000539,"Nimefutwa wakati wa likizo. (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Arusha,high
N000540,"Nimefutwa wakati wa likizo. (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,dismissal_complaint,sector=other;sub_sector=other sector;region=Mwanza,high
N000541,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N000542,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N000543,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,dismissal_complaint,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N000544,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N000545,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Arusha,high
N000546,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,dismissal_complaint,sector=health;sub_sector=dispensary;region=Mwanza,high
N000547,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N000548,"Wamenifukuza kwa kukataa overtime. (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,dismissal_complaint,sector=domestic;sub_sector=diplomat household;region=Arusha,high
